logs/depth.did.Reb1.5M.log.err-1:real	0m55.523s
logs/depth.did.Reb1.5M.log.err-909:real	0m47.745s
logs/depth.did.Reb1.5M.log.err-91:real	0m50.348s
logs/depth.did.Reb1.5M.log.err-910:real	0m55.133s
logs/depth.did.Reb1.5M.log.err-911:real	0m56.895s
logs/depth.did.Reb1.5M.log.err-912:real	0m55.697s
logs/depth.did.Reb1.5M.log.err-913:real	0m55.278s
logs/depth.did.Reb1.5M.log.err-914:real	0m49.859s
logs/depth.did.Reb1.5M.log.err-915:real	0m48.794s
logs/depth.did.Reb1.5M.log.err-916:real	0m49.696s
logs/depth.did.Reb1.5M.log.err-917:real	0m49.313s
logs/depth.did.Reb1.5M.log.err-918:real	0m54.208s
logs/depth.did.Reb1.5M.log.err-919:real	0m47.625s
logs/depth.did.Reb1.5M.log.err-92:real	0m55.272s
logs/depth.did.Reb1.5M.log.err-920:real	0m48.275s
logs/depth.did.Reb1.5M.log.err-921:real	0m48.018s
logs/depth.did.Reb1.5M.log.err-922:real	0m48.233s
logs/depth.did.Reb1.5M.log.err-923:real	0m48.486s
logs/depth.did.Reb1.5M.log.err-924:real	0m55.163s
logs/depth.did.Reb1.5M.log.err-925:real	0m55.511s
logs/depth.did.Reb1.5M.log.err-926:real	0m55.737s
logs/depth.did.Reb1.5M.log.err-927:real	0m47.995s
logs/depth.did.Reb1.5M.log.err-928:real	0m54.317s
logs/depth.did.Reb1.5M.log.err-929:real	0m48.877s
logs/depth.did.Reb1.5M.log.err-93:real	0m55.465s
logs/depth.did.Reb1.5M.log.err-930:real	0m55.177s
logs/depth.did.Reb1.5M.log.err-931:real	0m48.007s
logs/depth.did.Reb1.5M.log.err-932:real	0m51.178s
logs/depth.did.Reb1.5M.log.err-933:real	0m55.305s
logs/depth.did.Reb1.5M.log.err-934:real	0m55.164s
logs/depth.did.Reb1.5M.log.err-935:real	0m55.861s
logs/depth.did.Reb1.5M.log.err-936:real	0m55.044s
logs/depth.did.Reb1.5M.log.err-937:real	0m47.671s
logs/depth.did.Reb1.5M.log.err-938:real	0m55.351s
logs/depth.did.Reb1.5M.log.err-939:real	0m56.783s
logs/depth.did.Reb1.5M.log.err-94:real	0m55.499s
logs/depth.did.Reb1.5M.log.err-940:real	0m56.236s
logs/depth.did.Reb1.5M.log.err-941:real	0m55.243s
logs/depth.did.Reb1.5M.log.err-942:real	0m49.452s
logs/depth.did.Reb1.5M.log.err-943:real	0m47.811s
logs/depth.did.Reb1.5M.log.err-944:real	0m49.829s
logs/depth.did.Reb1.5M.log.err-945:real	0m49.583s
logs/depth.did.Reb1.5M.log.err-946:real	0m54.512s
logs/depth.did.Reb1.5M.log.err-947:real	0m47.849s
logs/depth.did.Reb1.5M.log.err-948:real	0m55.346s
logs/depth.did.Reb1.5M.log.err-949:real	0m57.927s
logs/depth.did.Reb1.5M.log.err-95:real	0m47.948s
logs/depth.did.Reb1.5M.log.err-950:real	0m55.596s
logs/depth.did.Reb1.5M.log.err-951:real	0m48.099s
logs/depth.did.Reb1.5M.log.err-952:real	0m54.810s
logs/depth.did.Reb1.5M.log.err-953:real	0m48.390s
logs/depth.did.Reb1.5M.log.err-954:real	0m55.370s
logs/depth.did.Reb1.5M.log.err-955:real	0m48.597s
logs/depth.did.Reb1.5M.log.err-956:real	0m50.830s
logs/depth.did.Reb1.5M.log.err-957:real	0m55.453s
logs/depth.did.Reb1.5M.log.err-958:real	0m55.388s
logs/depth.did.Reb1.5M.log.err-959:real	0m56.762s
logs/depth.did.Reb1.5M.log.err-96:real	0m54.809s
logs/depth.did.Reb1.5M.log.err-960:real	0m54.692s
logs/depth.did.Reb1.5M.log.err-961:real	0m48.379s
logs/depth.did.Reb1.5M.log.err-962:real	0m55.186s
logs/depth.did.Reb1.5M.log.err-963:real	0m56.580s
logs/depth.did.Reb1.5M.log.err-964:real	0m55.714s
logs/depth.did.Reb1.5M.log.err-965:real	0m55.596s
logs/depth.did.Reb1.5M.log.err-966:real	0m50.256s
logs/depth.did.Reb1.5M.log.err-967:real	0m48.138s
logs/depth.did.Reb1.5M.log.err-968:real	0m50.134s
logs/depth.did.Reb1.5M.log.err-969:real	0m49.523s
logs/depth.did.Reb1.5M.log.err-97:real	0m48.697s
logs/depth.did.Reb1.5M.log.err-970:real	0m54.826s
logs/depth.did.Reb1.5M.log.err-971:real	0m48.277s
logs/depth.did.Reb1.5M.log.err-972:real	0m55.220s
logs/depth.did.Reb1.5M.log.err-973:real	0m55.649s
logs/depth.did.Reb1.5M.log.err-974:real	0m55.353s
logs/depth.did.Reb1.5M.log.err-975:real	0m49.088s
logs/depth.did.Reb1.5M.log.err-976:real	0m54.352s
logs/depth.did.Reb1.5M.log.err-977:real	0m49.084s
logs/depth.did.Reb1.5M.log.err-978:real	0m56.102s
logs/depth.did.Reb1.5M.log.err-979:real	0m48.490s
logs/depth.did.Reb1.5M.log.err-98:real	0m55.195s
logs/depth.did.Reb1.5M.log.err-980:real	0m50.652s
logs/depth.did.Reb1.5M.log.err-981:real	0m55.184s
logs/depth.did.Reb1.5M.log.err-982:real	0m55.417s
logs/depth.did.Reb1.5M.log.err-983:real	0m55.244s
logs/depth.did.Reb1.5M.log.err-984:real	0m55.344s
logs/depth.did.Reb1.5M.log.err-985:real	0m54.432s
logs/depth.did.Reb1.5M.log.err-986:real	0m48.424s
logs/depth.did.Reb1.5M.log.err-987:real	0m55.156s
logs/depth.did.Reb1.5M.log.err-988:real	0m57.752s
logs/depth.did.Reb1.5M.log.err-989:real	0m55.409s
logs/depth.did.Reb1.5M.log.err-99:real	0m48.804s
logs/depth.did.Reb1.5M.log.err-990:real	0m55.480s
logs/depth.did.Reb1.5M.log.err-991:real	0m50.334s
logs/depth.did.Reb1.5M.log.err-992:real	0m48.338s
logs/depth.did.Reb1.5M.log.err-993:real	0m49.873s
logs/depth.did.Reb1.5M.log.err-994:real	0m49.241s
logs/depth.did.Reb1.5M.log.err-995:real	0m54.745s
logs/depth.did.Reb1.5M.log.err-996:real	0m55.546s
logs/depth.did.Reb1.5M.log.err-997:real	0m55.463s
logs/depth.did.Reb1.5M.log.err-998:real	0m55.839s
logs/depth.did.Reb1.5M.log.err-999:real	0m48.070s
