logs/depth.did.Reb1.1M.log.err-1:real	0m16.929s
logs/depth.did.Reb1.1M.log.err-909:real	0m18.787s
logs/depth.did.Reb1.1M.log.err-91:real	0m17.230s
logs/depth.did.Reb1.1M.log.err-910:real	0m18.047s
logs/depth.did.Reb1.1M.log.err-911:real	0m16.900s
logs/depth.did.Reb1.1M.log.err-912:real	0m18.221s
logs/depth.did.Reb1.1M.log.err-913:real	0m15.902s
logs/depth.did.Reb1.1M.log.err-914:real	0m17.417s
logs/depth.did.Reb1.1M.log.err-915:real	0m18.287s
logs/depth.did.Reb1.1M.log.err-916:real	0m15.525s
logs/depth.did.Reb1.1M.log.err-917:real	0m15.788s
logs/depth.did.Reb1.1M.log.err-918:real	0m15.244s
logs/depth.did.Reb1.1M.log.err-919:real	0m15.715s
logs/depth.did.Reb1.1M.log.err-92:real	0m17.368s
logs/depth.did.Reb1.1M.log.err-920:real	0m15.537s
logs/depth.did.Reb1.1M.log.err-921:real	0m16.201s
logs/depth.did.Reb1.1M.log.err-922:real	0m17.693s
logs/depth.did.Reb1.1M.log.err-923:real	0m15.815s
logs/depth.did.Reb1.1M.log.err-924:real	0m16.039s
logs/depth.did.Reb1.1M.log.err-925:real	0m17.650s
logs/depth.did.Reb1.1M.log.err-926:real	0m15.247s
logs/depth.did.Reb1.1M.log.err-927:real	0m17.420s
logs/depth.did.Reb1.1M.log.err-928:real	0m15.095s
logs/depth.did.Reb1.1M.log.err-929:real	0m18.742s
logs/depth.did.Reb1.1M.log.err-93:real	0m15.955s
logs/depth.did.Reb1.1M.log.err-930:real	0m18.904s
logs/depth.did.Reb1.1M.log.err-931:real	0m15.326s
logs/depth.did.Reb1.1M.log.err-932:real	0m17.660s
logs/depth.did.Reb1.1M.log.err-933:real	0m15.856s
logs/depth.did.Reb1.1M.log.err-934:real	0m17.539s
logs/depth.did.Reb1.1M.log.err-935:real	0m18.083s
logs/depth.did.Reb1.1M.log.err-936:real	0m17.554s
logs/depth.did.Reb1.1M.log.err-937:real	0m15.910s
logs/depth.did.Reb1.1M.log.err-938:real	0m17.339s
logs/depth.did.Reb1.1M.log.err-939:real	0m15.208s
logs/depth.did.Reb1.1M.log.err-94:real	0m18.011s
logs/depth.did.Reb1.1M.log.err-940:real	0m17.484s
logs/depth.did.Reb1.1M.log.err-941:real	0m17.995s
logs/depth.did.Reb1.1M.log.err-942:real	0m14.976s
logs/depth.did.Reb1.1M.log.err-943:real	0m15.407s
logs/depth.did.Reb1.1M.log.err-944:real	0m15.257s
logs/depth.did.Reb1.1M.log.err-945:real	0m15.999s
logs/depth.did.Reb1.1M.log.err-946:real	0m16.152s
logs/depth.did.Reb1.1M.log.err-947:real	0m15.868s
logs/depth.did.Reb1.1M.log.err-948:real	0m18.186s
logs/depth.did.Reb1.1M.log.err-949:real	0m15.780s
logs/depth.did.Reb1.1M.log.err-95:real	0m15.550s
logs/depth.did.Reb1.1M.log.err-950:real	0m15.845s
logs/depth.did.Reb1.1M.log.err-951:real	0m17.179s
logs/depth.did.Reb1.1M.log.err-952:real	0m15.609s
logs/depth.did.Reb1.1M.log.err-953:real	0m17.904s
logs/depth.did.Reb1.1M.log.err-954:real	0m15.613s
logs/depth.did.Reb1.1M.log.err-955:real	0m17.625s
logs/depth.did.Reb1.1M.log.err-956:real	0m18.641s
logs/depth.did.Reb1.1M.log.err-957:real	0m15.498s
logs/depth.did.Reb1.1M.log.err-958:real	0m17.541s
logs/depth.did.Reb1.1M.log.err-959:real	0m16.234s
logs/depth.did.Reb1.1M.log.err-96:real	0m15.337s
logs/depth.did.Reb1.1M.log.err-960:real	0m17.686s
logs/depth.did.Reb1.1M.log.err-961:real	0m18.333s
logs/depth.did.Reb1.1M.log.err-962:real	0m17.484s
logs/depth.did.Reb1.1M.log.err-963:real	0m16.363s
logs/depth.did.Reb1.1M.log.err-964:real	0m17.411s
logs/depth.did.Reb1.1M.log.err-965:real	0m15.213s
logs/depth.did.Reb1.1M.log.err-966:real	0m17.608s
logs/depth.did.Reb1.1M.log.err-967:real	0m17.989s
logs/depth.did.Reb1.1M.log.err-968:real	0m15.430s
logs/depth.did.Reb1.1M.log.err-969:real	0m15.869s
logs/depth.did.Reb1.1M.log.err-97:real	0m17.552s
logs/depth.did.Reb1.1M.log.err-970:real	0m15.473s
logs/depth.did.Reb1.1M.log.err-971:real	0m15.320s
logs/depth.did.Reb1.1M.log.err-972:real	0m16.001s
logs/depth.did.Reb1.1M.log.err-973:real	0m15.863s
logs/depth.did.Reb1.1M.log.err-974:real	0m17.911s
logs/depth.did.Reb1.1M.log.err-975:real	0m15.583s
logs/depth.did.Reb1.1M.log.err-976:real	0m15.658s
logs/depth.did.Reb1.1M.log.err-977:real	0m17.458s
logs/depth.did.Reb1.1M.log.err-978:real	0m15.390s
logs/depth.did.Reb1.1M.log.err-979:real	0m17.894s
logs/depth.did.Reb1.1M.log.err-98:real	0m17.719s
logs/depth.did.Reb1.1M.log.err-980:real	0m15.225s
logs/depth.did.Reb1.1M.log.err-981:real	0m18.283s
logs/depth.did.Reb1.1M.log.err-982:real	0m18.402s
logs/depth.did.Reb1.1M.log.err-983:real	0m15.012s
logs/depth.did.Reb1.1M.log.err-984:real	0m17.203s
logs/depth.did.Reb1.1M.log.err-985:real	0m15.646s
logs/depth.did.Reb1.1M.log.err-986:real	0m18.100s
logs/depth.did.Reb1.1M.log.err-987:real	0m18.014s
logs/depth.did.Reb1.1M.log.err-988:real	0m17.502s
logs/depth.did.Reb1.1M.log.err-989:real	0m16.558s
logs/depth.did.Reb1.1M.log.err-99:real	0m15.630s
logs/depth.did.Reb1.1M.log.err-990:real	0m17.455s
logs/depth.did.Reb1.1M.log.err-991:real	0m15.621s
logs/depth.did.Reb1.1M.log.err-992:real	0m17.660s
logs/depth.did.Reb1.1M.log.err-993:real	0m18.239s
logs/depth.did.Reb1.1M.log.err-994:real	0m15.338s
logs/depth.did.Reb1.1M.log.err-995:real	0m15.530s
logs/depth.did.Reb1.1M.log.err-996:real	0m15.467s
logs/depth.did.Reb1.1M.log.err-997:real	0m15.391s
logs/depth.did.Reb1.1M.log.err-998:real	0m15.703s
logs/depth.did.Reb1.1M.log.err-999:real	0m15.772s
