logs/depth.did.Reb1.4M.log.err-1:real	0m45.050s
logs/depth.did.Reb1.4M.log.err-909:real	0m40.441s
logs/depth.did.Reb1.4M.log.err-91:real	0m42.574s
logs/depth.did.Reb1.4M.log.err-910:real	0m39.728s
logs/depth.did.Reb1.4M.log.err-911:real	0m39.082s
logs/depth.did.Reb1.4M.log.err-912:real	0m44.751s
logs/depth.did.Reb1.4M.log.err-913:real	0m39.354s
logs/depth.did.Reb1.4M.log.err-914:real	0m44.858s
logs/depth.did.Reb1.4M.log.err-915:real	0m38.832s
logs/depth.did.Reb1.4M.log.err-916:real	0m39.279s
logs/depth.did.Reb1.4M.log.err-917:real	0m39.158s
logs/depth.did.Reb1.4M.log.err-918:real	0m45.034s
logs/depth.did.Reb1.4M.log.err-919:real	0m39.489s
logs/depth.did.Reb1.4M.log.err-92:real	0m47.277s
logs/depth.did.Reb1.4M.log.err-920:real	0m45.596s
logs/depth.did.Reb1.4M.log.err-921:real	0m45.256s
logs/depth.did.Reb1.4M.log.err-922:real	0m43.411s
logs/depth.did.Reb1.4M.log.err-923:real	0m39.382s
logs/depth.did.Reb1.4M.log.err-924:real	0m39.488s
logs/depth.did.Reb1.4M.log.err-925:real	0m45.673s
logs/depth.did.Reb1.4M.log.err-926:real	0m46.303s
logs/depth.did.Reb1.4M.log.err-927:real	0m41.311s
logs/depth.did.Reb1.4M.log.err-928:real	0m44.913s
logs/depth.did.Reb1.4M.log.err-929:real	0m45.034s
logs/depth.did.Reb1.4M.log.err-93:real	0m39.925s
logs/depth.did.Reb1.4M.log.err-930:real	0m44.804s
logs/depth.did.Reb1.4M.log.err-931:real	0m47.498s
logs/depth.did.Reb1.4M.log.err-932:real	0m40.718s
logs/depth.did.Reb1.4M.log.err-933:real	0m40.558s
logs/depth.did.Reb1.4M.log.err-934:real	0m39.160s
logs/depth.did.Reb1.4M.log.err-935:real	0m38.703s
logs/depth.did.Reb1.4M.log.err-936:real	0m45.240s
logs/depth.did.Reb1.4M.log.err-937:real	0m39.495s
logs/depth.did.Reb1.4M.log.err-938:real	0m44.820s
logs/depth.did.Reb1.4M.log.err-939:real	0m38.779s
logs/depth.did.Reb1.4M.log.err-94:real	0m44.647s
logs/depth.did.Reb1.4M.log.err-940:real	0m39.477s
logs/depth.did.Reb1.4M.log.err-941:real	0m39.563s
logs/depth.did.Reb1.4M.log.err-942:real	0m44.869s
logs/depth.did.Reb1.4M.log.err-943:real	0m39.394s
logs/depth.did.Reb1.4M.log.err-944:real	0m44.551s
logs/depth.did.Reb1.4M.log.err-945:real	0m44.679s
logs/depth.did.Reb1.4M.log.err-946:real	0m43.742s
logs/depth.did.Reb1.4M.log.err-947:real	0m39.236s
logs/depth.did.Reb1.4M.log.err-948:real	0m39.102s
logs/depth.did.Reb1.4M.log.err-949:real	0m43.399s
logs/depth.did.Reb1.4M.log.err-95:real	0m39.680s
logs/depth.did.Reb1.4M.log.err-950:real	0m45.187s
logs/depth.did.Reb1.4M.log.err-951:real	0m47.025s
logs/depth.did.Reb1.4M.log.err-952:real	0m41.345s
logs/depth.did.Reb1.4M.log.err-953:real	0m44.091s
logs/depth.did.Reb1.4M.log.err-954:real	0m44.744s
logs/depth.did.Reb1.4M.log.err-955:real	0m45.245s
logs/depth.did.Reb1.4M.log.err-956:real	0m47.696s
logs/depth.did.Reb1.4M.log.err-957:real	0m41.471s
logs/depth.did.Reb1.4M.log.err-958:real	0m43.725s
logs/depth.did.Reb1.4M.log.err-959:real	0m40.332s
logs/depth.did.Reb1.4M.log.err-96:real	0m44.631s
logs/depth.did.Reb1.4M.log.err-960:real	0m38.875s
logs/depth.did.Reb1.4M.log.err-961:real	0m39.154s
logs/depth.did.Reb1.4M.log.err-962:real	0m44.658s
logs/depth.did.Reb1.4M.log.err-963:real	0m39.837s
logs/depth.did.Reb1.4M.log.err-964:real	0m45.017s
logs/depth.did.Reb1.4M.log.err-965:real	0m38.933s
logs/depth.did.Reb1.4M.log.err-966:real	0m39.358s
logs/depth.did.Reb1.4M.log.err-967:real	0m39.609s
logs/depth.did.Reb1.4M.log.err-968:real	0m39.078s
logs/depth.did.Reb1.4M.log.err-969:real	0m44.705s
logs/depth.did.Reb1.4M.log.err-97:real	0m40.424s
logs/depth.did.Reb1.4M.log.err-970:real	0m39.693s
logs/depth.did.Reb1.4M.log.err-971:real	0m44.370s
logs/depth.did.Reb1.4M.log.err-972:real	0m44.492s
logs/depth.did.Reb1.4M.log.err-973:real	0m44.671s
logs/depth.did.Reb1.4M.log.err-974:real	0m44.338s
logs/depth.did.Reb1.4M.log.err-975:real	0m44.718s
logs/depth.did.Reb1.4M.log.err-976:real	0m42.694s
logs/depth.did.Reb1.4M.log.err-977:real	0m42.368s
logs/depth.did.Reb1.4M.log.err-978:real	0m46.716s
logs/depth.did.Reb1.4M.log.err-979:real	0m41.553s
logs/depth.did.Reb1.4M.log.err-98:real	0m44.876s
logs/depth.did.Reb1.4M.log.err-980:real	0m44.323s
logs/depth.did.Reb1.4M.log.err-981:real	0m44.629s
logs/depth.did.Reb1.4M.log.err-982:real	0m45.285s
logs/depth.did.Reb1.4M.log.err-983:real	0m47.277s
logs/depth.did.Reb1.4M.log.err-984:real	0m41.535s
logs/depth.did.Reb1.4M.log.err-985:real	0m40.436s
logs/depth.did.Reb1.4M.log.err-986:real	0m40.841s
logs/depth.did.Reb1.4M.log.err-987:real	0m38.782s
logs/depth.did.Reb1.4M.log.err-988:real	0m39.453s
logs/depth.did.Reb1.4M.log.err-989:real	0m45.016s
logs/depth.did.Reb1.4M.log.err-99:real	0m39.871s
logs/depth.did.Reb1.4M.log.err-990:real	0m39.902s
logs/depth.did.Reb1.4M.log.err-991:real	0m47.393s
logs/depth.did.Reb1.4M.log.err-992:real	0m41.214s
logs/depth.did.Reb1.4M.log.err-993:real	0m41.632s
logs/depth.did.Reb1.4M.log.err-994:real	0m40.297s
logs/depth.did.Reb1.4M.log.err-995:real	0m38.717s
logs/depth.did.Reb1.4M.log.err-996:real	0m39.204s
logs/depth.did.Reb1.4M.log.err-997:real	0m44.925s
logs/depth.did.Reb1.4M.log.err-998:real	0m39.490s
logs/depth.did.Reb1.4M.log.err-999:real	0m44.874s
